296859948	$$default_argument_9_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition	$$default_argument_9_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition
2968599ec	$$default_argument_4_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition	$$default_argument_4_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition
2968599f0	$$default_argument_12_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition	$$default_argument_12_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition
2968599f4	$$default_argument_13_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition	$$default_argument_13_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition
2968599f8	$$default_argument_15_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition	$$default_argument_15_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition
2968599fc	$$default_argument_16_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition	$$default_argument_16_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition
296859a04	$$default_argument_18_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition	$$default_argument_18_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition
296859a0c	$$default_argument_21_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition	$$default_argument_21_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition
29685b870	$$default_argument_20_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition	$$default_argument_20_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition
296859948	$$default_argument_9_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition	$$default_argument_9_of_ToolKit.ToolDefinition.init(id:_Swift.String,name:_Swift.String,toolType:_ToolKit.ToolTypeDefinition,parameters:_[ToolKit.ParameterDefinition],hiddenParameters:_[ToolKit.ParameterDefinition],outputType:_ToolKit.TypeInstance,outputResultName:_Swift.String?,sourceContainer:_ToolKit.ContainerDefinition,attributionContainer:_ToolKit.ContainerDefinition?,additionalAttributionContainers:_[ToolKit.ContainerDefinition],description:_ToolKit.ToolDescription,customIcon:_ToolKit.ToolIcon?,categories:_[ToolKit.ToolCategory],searchKeywords:_[Swift.String],deprecationDefinition:_ToolKit.ToolDeprecationDefinition?,requirements:_[ToolKit.RuntimeRequirement],flags:_ToolKit.ToolFlag,systemProtocols:_[ToolKit.SystemToolProtocol],authenticationPolicy:_ToolKit.ToolAuthenticationPolicy,sourceActionProvider:_Swift.String?,visibilityFlags:_ToolKit.ToolVisibilityFlag,backingLinkActionIdentifiers:_[Swift.String],overriddenSampleInvocations:_[ToolKit.SampleInvocationDefinition]?)_->_ToolKit.ToolDefinition
