OPTION	0	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	1	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	2	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	3	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	4	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	5	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	6	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	7	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	8	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	9	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	10	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	11	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	12	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	13	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	14	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	15	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
OPTION	16	direct=nil	xpc=nil	count=0	error=Error Domain=NSCocoaErrorDomain Code=4097 "connection to service named com.apple.linkd.registry" UserInfo={NSDebugDescription=connection to service named com.apple.linkd.registry}
